143992 elementi trovati.
a conoscerlo : 16
a consegnare : 16
a conseguire : 48
a conseguirlo : 16
a considerare : 32
a considerarla : 16
a considerarne : 16
a consiglio : 16
a consolare : 80
a contanti : 16
a contare : 16
a contemplare : 16
a contendere : 16
a contener : 16
a contenere : 32
a contentare : 16
a contesa : 16
a continuo : 16
a conto : 80
a contrastare : 64
a contristarsene : 16
a convertire : 16
a convincere : 16
a convito : 32
a coppie : 16
a coprire : 16
a coprirsi : 16
a coricare : 16
a coricarsi : 16
a corpo : 64
a correggere : 16
a correre : 160
a corrispondergli : 16
a corte : 16
a cos : 96
a cosa : 16
a coscienza : 16
a cose : 80
a costantinopoli : 80
a costare : 16
a costarmi : 16
a costei : 16
a costo : 112
a costoro : 32
a costui : 48
a cotali : 16
a cotesta : 16
a coteste : 16
a cotesto : 80
a covare : 16
a cozzare : 16
acqua affinch : 16
acqua alle : 64
acqua attinta : 16
acqua benedetta : 16
acqua che : 64
acqua cogli : 16
acqua corrente : 16
acqua d' : 16
acqua da : 16
acqua dal : 16
acqua del : 16
acqua delle : 16
acqua di : 48
acqua e : 96
acqua era : 16
acqua erano : 16
acqua finch : 16
acqua fredda : 16
acqua fresca : 48
acqua gelata : 16
acqua il : 16
acqua incantata : 16
acqua l' : 32
acqua lo : 16
acqua nel : 16
acqua no : 16
acqua od : 16
acqua ora : 16
acqua per : 16
acqua perch : 16
acqua piacevole : 16
acqua scoperta : 16
acqua se : 16
acqua senza : 32
acqua tutta : 16
acqua un : 16
acque del : 48
acque dell' : 16
acque delle : 16
acque di : 48
acque e : 16
acque i : 32
acque le : 32
acque odorose : 16
acque offrono : 16
acque si : 16
acque somministravano : 16
acquista colla : 16
acquista la : 16
acquistando credito : 16
acquistano in : 16
acquistano per : 16
acquistare con : 16
acquistare di : 16
acquistare lo : 16
acquistare ricchezze : 16
acquistare un : 32
acquistar fama : 48
acquistar fede : 16
acquistarmi celebrit : 16
acquistarmi colla : 16
acquistarne lode : 16
acquistar riputazione : 16
acquistarsi fama : 32
acquistasi nel : 16
acquistaste tra : 16
acquistata da : 16
acquistata una : 16
acquistato avendo : 16
acquistato avesse : 16
acquistato gran : 16
acquisterebbe un : 16
acquistereste merito : 16
acquisti di : 16
acquisto di : 16
a credere : 400
a crederlo : 32
a crepapancia : 16
a cui : 1408
a cuore : 64
a curar : 16
a curare : 16
a curiosit : 16
a custodire : 32
acuta e : 16
acuta scimitarra : 16
acute semplicit : 16
acutezza del : 32
acutezza di : 16
acutezza e : 32
acutezze che : 16
acutezze e : 16
acuti formati : 16
acuti picconi : 16
acutissimi e : 16
acuto che : 16
acuto da : 16
acuto di : 16
acuto discernimento : 16
acuto e : 16
acuto ed : 16
acuto morso : 16
acuto nitrito : 16
acuto spasimo : 16
acuto spiedo : 16
a d' : 16
ad abbandonare : 16
ad abbattere : 16
ad abboccarsi : 16
ad abbracciare : 48
ad abbracciargli : 16
ad abbracciarlo : 32
ad abitar : 16
ad abitare : 32
ad accadere : 32
ad accasarsi : 16
ad accelerare : 16
ad accendere : 32
ad accendergli : 16
ad accendersi : 16
ad accettare : 16
ad accogliere : 16
ad accoglierlo : 16
ad accompagnar : 16
ad accompagnare : 16
ad accordargli : 16
ad accorgersi : 16
ad accorgerti : 16
ad accovacciarsi : 16
ad accreditare : 16
ad accrescere : 32
ad accrescerlo : 16
ad accurate : 16
ad accusar : 16
ad acquistar : 16
ad addolcirti : 16
ad addormentato : 16
ad adoperare : 16
ad adorarti : 16
ad adornare : 16
ad affermare : 16
ad affliggersi : 16
ad affrettare : 16
ad affrontare : 64
ad aggirarsi : 16
ad aggiustare : 16
ad aggravare : 32
adagiarono subito : 16
adagiarsi sulla : 16
adagio adagio : 48
adagio e : 16
adagio mont : 16
adagio perch : 16
adagio un : 16
ad aiutare : 16
ad aiutarla : 64
ad aiutarlo : 32
ad al : 16
ad albergare : 16
ad alberi : 16
ad alcun : 16
ad alcun' : 16
ad alcuna : 16
ad alcuni : 64
ad alcuno : 352
ad algeri : 16
ad allestire : 16
ad alleviare : 16
ad alloggiare : 16
ad allontanarsi : 16
ad almodovar : 16
ad alquanti : 16
ad alta : 448
ad alte : 16
ad alterar : 16
ad altisidora : 16
ad alto : 16
ad altr' : 16
ad altra : 128
ad altre : 160
ad altri : 240
ad altro : 288
ad altrui : 16
ad alzare : 16
ad alzarsi : 32
a dama : 16
ad amadigi : 16
adamantine tuniche : 16
ad amare : 80
ad amarli : 16
ad amarlo : 16
ad amarvi : 16
ad ambedue : 32
a dame : 16
ad ammainare : 16
ad ammazzare : 16
adamo nel : 16
adamo non : 16
adamo poi : 16
a danari : 16
ad andare : 128
ad anello : 16
a danno : 80
ad annoiarlo : 16
ad anselmo : 160
ad anteo : 16
ad antonia : 16
ad apparecchiarmi : 16
ad apparire : 32
ad appellarlo : 16
ad applicarsi : 32
ad appoggiarsi : 16
ad apprestare : 32
ad appropriarsi : 16
ad appuntare : 16
ad aprire : 64
ad aprirla : 16
a dar : 304
ad aras : 16
a darci : 16
a dare : 256
ad argento : 16
a dargli : 112
a darle : 32
a darli : 16
ad armacollo : 16
ad armar : 16
ad armare : 16
ad armarsi : 16
a darmi : 48
ad arrecar : 16
ad arrendersi : 16
ad arricchirmi : 16
ad arrivarla : 16
ad arruolarmi : 16
a darsi : 16
ad arte : 16
a darti : 16
a darvi : 16
ad ascoltar : 32
ad ascoltare : 144
ad ascoltarla : 32
ad ascoltarlo : 32
ad ascoltarti : 16
ad aspettarlo : 16
ad assai : 16
ad assalirli : 16
ad assalirmi : 16
ad assaltare : 32
ad assassinare : 32
ad assettare : 16
ad assistere : 32
ad assisterlo : 16
ad assistervi : 16
adatta a : 16
ad attaccare : 16
adattandosi al : 16
adattare mai : 16
adattarsi al : 32
adattati a : 16
adattato alla : 32
adattato allo : 16
adattato nome : 16
adattava alle : 16
adattavagli alla : 16
ad attendere : 96
ad attenderle : 16
adatto alla : 16
adatto che : 16
adatto e : 16
ad augusta : 16
ad aumentarsi : 16
ad aver : 32
ad avere : 64
ad averla : 16
ad averle : 16
ad avventurare : 16
ad avvertirlo : 32
ad avvertirne : 16
ad avviarsi : 16
ad avvicinarle : 16
ad avvicinarsi : 16
ad azzuffarci : 16
ad azzuffarsi : 48
addatti vossignoria : 16
addestrarsi al : 16
addice alle : 16
addice il : 16
addice molto : 16
addietro a : 32
addietro ci : 16
addietro e : 32
addietro il : 16
addietro la : 16
addietro le : 16
addietro n : 32
addietro non : 16
addietro per : 16
addio alla : 16
addio buon : 16
addio e : 16
addio per : 16
addio riputazione : 16
addio salitovi : 16
addio si : 16
addirebbe al : 16
addirittura sopra : 16
additata dal : 16
addivenire che : 16
addivenire potrebbe : 16
addivenisse il : 16
addiviene che : 16
addolcirla in : 16
addolcirti ed : 16
addolorata donzella : 16
addolorata nella : 16
addolorata tutta : 16
addolorato alquanto : 16
addolorato nelle : 32
addormentati sulla : 16
addormentato che : 16
addormentato come : 16
addormentato nel : 16
addosso a : 48
addosso ad : 16
addosso al : 16
addosso anche : 16
addosso centocinquanta : 16
addosso come : 16
addosso con : 32
addosso e : 48
addosso fu : 16
addosso i : 16
addosso in : 16
addosso le : 16
addosso qualche : 16
addosso quel : 16
addosso quella : 16
addosso si : 16
addosso tutti : 16
addosso tutto : 16
addosso un : 112
addosso una : 48
addottorata in : 16
addottorato in : 16
addottorato nei : 16
addottrinandomi l' : 16
addottrinato dalle : 16
adducendo che : 32
adduceste prove : 16
addurrai a : 16
addurtene mille : 16
addusse a : 16
ad eccedere : 16
ad eccezione : 128
a decidere : 16
a declinare : 16
a dedurre : 16
ad effetto : 224
a degli : 16
a degnamente : 16
adegua a : 16
adegua ogni : 16
adeguatamente al : 16
a del : 16
ad elevazione : 16
ad emendarmi : 16
adempia ci : 16
adempia con : 16
adempia la : 16
adempia pi : 16
adempiendo gli : 16
adempiendo la : 16
adempiere a : 16
adempiere ad : 16
adempiere compiutamente : 16
adempierla non : 16
adempierlo a : 16
adempimento delle : 16
adempimento di : 16
adempiono le : 16
adempire in : 16
adempisse con : 16
adempita assai : 16
adempita la : 16
adempite le : 16
adempiti gli : 16
adempito al : 16
adempito gi : 16
adempiuti i : 16
adempiuto alla : 16
adempiuto con : 16
adempiuto il : 32
adempiuto potrete : 16
ad entrambi : 48
ad entrar : 16
ad entrare : 48
ad entrarvi : 32
a deplorare : 16
a deporre : 16
aderendo alle : 16
aderenti ad : 16
aderii alle : 16
aderii dunque : 16
aderire alle : 16
aderirono i : 16
aderiva alla : 16
ad errante : 16
ad esame : 16
ad esaminare : 16
ad esaminarlo : 32
ad escire : 16
ad esclamare : 32
a descrivere : 16
a descriverla : 16
ad esecuzione : 48
ad eseguire : 48
ad eseguirlo : 16
ad esempio : 16
ad esercitar : 16
a desiderare : 16
a desiderarsi : 16
a desiderio : 16
ad esigere : 16
a desinare : 16
ad essa : 32
ad esse : 32
ad esser : 112
ad essere : 752
ad essergli : 16
ad esserle : 16
ad essermi : 16
ad esserne : 16
ad essi : 112
ad esso : 64
adesso a : 144
adesso abbiamo : 16
adesso affamati : 16
adesso alla : 16
adesso altro : 16
adesso andare : 16
adesso appunto : 16
adesso argomento : 16
adesso avessi : 16
adesso ben : 16
adesso capirete : 16
adesso casildea : 16
adesso cavalieri : 16
adesso cessare : 16
adesso ch' : 32
adesso che : 240
adesso chi : 32
adesso ci : 48
adesso cogli : 16
adesso come : 48
adesso conosco : 16
adesso contare : 16
adesso convertite : 16
adesso da : 16
adesso dar : 16
adesso debb' : 16
adesso della : 16
adesso di : 32
adesso dire : 16
adesso discopro : 16
adesso distinti : 16
adesso dovrebbe : 16
adesso ella : 16
adesso fatto : 16
adesso finger : 16
adesso finite : 16
adesso fra : 16
adesso giurare : 16
adesso gli : 16
adesso gradirei : 16
adesso ho : 16
adesso i : 16
adesso ignudo : 16
adesso il : 96
adesso in : 16
adesso io : 32
adesso l' : 16
adesso la : 80
adesso le : 32
adesso lo : 16
adesso m' : 16
adesso maggiormente : 16
adesso mi : 176
adesso mia : 16
adesso molto : 16
adesso narrare : 16
adesso nei : 16
adesso non : 128
adesso per : 80
adesso pi : 32
adesso possegga : 16
adesso proposto : 16
adesso qua : 16
adesso quadra : 16
adesso qual : 16
adesso quale : 16
adesso questi : 16
adesso questo : 16
adesso render : 16
adesso riguardo : 16
adesso riportate : 16
adesso rispondo : 16
adesso riuscire : 16
adesso s : 16
adesso se : 48
adesso segue : 16
adesso seguitare : 16
adesso senza : 16
adesso si : 48
adesso sia : 32
adesso soffia : 16
adesso soverchiamente : 16
adesso specialmente : 16
adesso sulla : 16
adesso tanto : 16
adesso ti : 32
adesso tornare : 16
adesso trasecolato : 16
adesso tutto : 16
adesso un : 16
adesso un' : 16
adesso uscire : 16
adesso vengono : 16
adesso vi : 48
adesso vorrei : 16
adesso vossignoria : 16
ad et : 16
a determinare : 16
ad eterno : 16
a detrimento : 16
a detta : 16
a detto : 32
ad eugenio : 16
ad evidenza : 112
a di : 16
a dicervellarmi : 16
a dichiarare : 16
a dichiarargli : 16
a dichiararlo : 16
a dichiararti : 16
a diciott' : 32
a diciotto : 16
a dieci : 80
a diego : 16
a difender : 16
a difenderla : 16
a difenderli : 16
a difendermi : 16
a difendersi : 32
a difenderti : 16
a difesa : 32
a difetto : 32
a differenti : 16
a differenza : 32
a diffinire : 16
ad ignoranti : 16
a dileguarsi : 16
a dilettare : 16
a dilettarli : 16
a dilungo : 32
a dimandar : 16
a dimandare : 96
a dimandargli : 16
a dimandarmi : 32
a dimani : 96
ad imbarcarci : 16
ad imbarcarsi : 16
ad imbardellare : 16
ad imboscarsi : 16
a dimenare : 32
a dimenticare : 16
ad imitazione : 32
ad immaginare : 16
a dimostrare : 32
ad impartirmi : 16
ad impedire : 16
ad importunarlo : 16
ad impozzarmi : 16
ad impresa : 16
ad imprese : 32
ad incanti : 16
ad incassarsi : 16
ad incontrare : 96
ad incontrarla : 32
ad incontrarlo : 32
ad incontrarsi : 32
ad indagar : 16
ad indennizzarlo : 16
ad indugio : 16
ad inferire : 16
ad inferirne : 16
ad infiammare : 16
ad infilzare : 16
ad informare : 16
ad infrenare : 16
ad inginocchiarsi : 16
ad ingoiarti : 16
ad ingrandimento : 16
ad innamorarla : 16
ad innamorarmi : 16
ad inquietare : 32
ad inquietarsi : 16
ad insaccare : 16
ad insegnarmene : 16
ad inseguire : 16
ad inselvarmi : 16
ad inserirvi : 16
ad insistere : 16
ad insuperbirti : 16
ad intendere : 192
ad intenderlo : 16
ad intendervi : 16
ad intenerire : 16
ad interessare : 16
ad internarsi : 16
ad intervalli : 32
ad intimare : 16
ad intrecciarsi : 16
ad invadere : 16
ad invaghirsi : 16
ad investigare : 32
ad investire : 48
ad investirle : 16
ad investirlo : 16
ad investirmi : 16
ad invidiare : 16
a dio : 1232
a dipingere : 32
a diporto : 48
a dir : 128
a dirci : 16
a dire : 1616
a dirgli : 320
adiri con : 16
adiri per : 16
a diritto : 16
a dirittura : 64
a dirla : 16
a dirle : 48
a dirlo : 48
a dirmelo : 16
a dirmi : 16
ad irreparabile : 16
a dirsi : 16
a dirti : 48
a dirvelo : 16
a dirvi : 112
a disarmare : 16
a disarmarsi : 16
a discendere : 32
a discernere : 16
a disciplinarmi : 16
a discoprire : 16
a discoprirsi : 32
a discorso : 32
a discrezione : 32
a disegnare : 16
a disfar : 32
a disfare : 32
a disincantarla : 16
a disingannarlo : 16
a disistimarmi : 16
a dismisura : 32
a disonore : 64
a dispetto : 480
a dispregiarle : 16
a disprezzo : 16
a disputare : 32
a disseminare : 16
a dissimulare : 16
a dissotterrare : 16
a distaccare : 16
ad istanza : 16
a distogliere : 16
a distogliermi : 16
a distorlo : 32
a distruggerlo : 16
adito a : 48
adito di : 16
a divedere : 48
a divenire : 64
a diventar : 32
a diventare : 48
a diverso : 16
a dividere : 16
a dividersi : 16
ad obbedire : 32
ad obbedirlo : 16
adocchiato e : 16
adocchiava ogni : 16
ad occupare : 32
ad occuparsi : 16
a dodici : 16
ad offerire : 16
ad offesa : 64
ad offrire : 16
ad offrirsi : 16
ad oggetto : 112
ad ogn' : 16
ad ogni : 1408
ad ognuna : 32
ad ognuno : 144
a dolce : 16
a dolenti : 16
a dolersi : 64
a dolorida : 16
ad oltraggiarlo : 16
ad oltraggio : 16
ad oltre : 16
a domandare : 64
a domandargli : 16
a domandarglielo : 16
a domandarla : 48
a domani : 16
adombrata da : 16
a domeneddio : 16
ad omettere : 16
a don : 2448
adon chisciotte : 16
a donna : 48
ad onore : 112
ad onta : 624
adonta di : 16
a donzelle : 16
adopera la : 16
adoperando un : 16
adoperare la : 48
adoperare un : 16
adoperarsi a : 16
adoperato aveva : 16
adoperato cavalcatura : 16
adoperava altrettanto : 16
adopereresti a : 16
adoperi ogni : 16
adopero la : 16
a doppio : 16
ad opporvele : 16
adoprano alcune : 16
adoprava per : 16
adopro per : 16
ad ora : 64
adora ginocchioni : 16
adora invece : 16
adorando fu : 16
ad orano : 16
adorare colei : 16
adorare un : 16
adorata nemica : 32
adorata sino : 16
adorato nome : 16
ad orbaneia : 16
ad ordirne : 16
a dormire : 192
adorna da : 16
adorna di : 112
adorna ed : 16
adornamenti di : 16
adornamenti ed : 16
adornano e : 32
adornare con : 16
adornare la : 16
ad ornarti : 16
adorna sul : 16
adornava ad : 16
adornavano altro : 16
adornavano che : 16
adornavano il : 32
adorni delle : 16
adorni di : 32
adorni gli : 16
adornino e : 16
adorno di : 64
adorno veggendolo : 16
adoro come : 16
a dorotea : 144
ad oscurare : 16
ad ospite : 16
ad osservare : 128
adottato per : 16
adottato questo : 16
adottato un : 16
ad ottenebrare : 16
ad ottenere : 16
a dover : 16
a dovere : 256
a dovermi : 16
a dovizia : 64
a dovizie : 16
adriano serv : 16
a dritto : 16
a drizzare : 16
a dubitare : 16
ad udire : 64
ad udirli : 16
ad udirlo : 16
a due : 240
a dueleghe : 16
a duello : 16
adula e : 16
adulazione ai : 16
adulazione bassa : 16
adulazione io : 16
adulazione n : 16
a dulcinea : 96
adulterate istorie : 16
ad un' : 128
ad un : 2176
ad una : 752
adunarono in : 16
ad unlato : 16
ad uno : 320
a dunque : 16
adunque da : 16
adunque dall' : 16
adunque egli : 16
adunque il : 16
adunque in : 16
adunque si : 16
ad uomini : 16
ad uomo : 48
a durare : 32
ad usare : 16
ad usargli : 16
ad uscir : 16
ad uscire : 32
ad uso : 16
ad utile : 16
ad utilit : 16
a eccelsa : 16
a entrare : 16
aere con : 16
aere direi : 16
aere puro : 16
a esaminare : 16
a esclamare : 16
a essa : 16
a facilit : 16
a far : 736
a farci : 16
a fare : 656
a fargli : 48
a fargliene : 16
a farla : 48
a farle : 32
a farli : 32
a farlo : 128
a farmi : 128
a farne : 64
a farsi : 128
a farti : 32
a fatti : 32
a favellare : 16
a favore : 16
a favorir : 16
a favorire : 16
a favorirmi : 16
a fedelmente : 16
a felice : 32
a fermarla : 16
a fermarsi : 32
a ferrare : 16
a festa : 16
affabile e : 32
affabile ed : 16
affabili modi : 16
affaccendate a : 16
affaccendati cuochi : 16
affaccia in : 16
affacciatosi alla : 16
affacciatosi lo : 16
affacendavano a : 16
affamate espressioni : 16
affamati non : 16
affamato e : 16
affannano per : 16
affanna si : 16
affannata e : 16
affannato a : 16
affannato mio : 16
affanni ancorch : 16
affanni che : 16
affanni e : 16
affanni ed : 48
affanni miei : 16
affanni per : 16
affanno attendendo : 16
affanno che : 16
affanno del : 16
affanno di : 16
affanno e : 16
affanno gli : 16
affanno in : 32
affanno non : 16
affanno quanto : 16
affannosa premura : 16
affannosi di : 16
affannosi ed : 16
affannoso pensiero : 16
affannoso respiro : 16
affare andava : 16
affare che : 16
affare dalla : 16
affare del : 64
affare della : 16
affare delle : 16
affare dello : 16
affare di : 64
affare e : 16
affare entra : 16
affare fu : 16
affare impensatamente : 16
affare in : 16
affare molto : 16
affare poteva : 16
affari del : 16
affari della : 16
affari dellacavalleria : 16
affari di : 48
affari in : 16
affari io : 16
affari mostr : 16
affascinamenti per : 16
affastellando verit : 16
affaticarmi per : 16
affatica senza : 16
affaticata oltremodo : 16
affaticate vostre : 16
affaticato compagno : 16
affaticava sancio : 16
affatto a : 16
affatto ad : 16
affatto agli : 16
affatto aliena : 16
affatto all' : 16
affatto colui : 16
affatto da : 32
affatto dal : 16
affatto dalla : 16
affatto decisivo : 16
affatto della : 16
affatto delle : 16
affatto di : 32
affatto digiuni : 16
affatto disdicevole : 16
affatto disperate : 16
affatto diverso : 16
affatto e : 16
affatto fuori : 32
affatto guasto : 16
affatto ignoranti : 16
affatto il : 96
affatto la : 16
affatto lesto : 16
affatto mettere : 16
affatto ogni : 16
affatto per : 16
affatto quando : 16
affatto sarebbe : 16
affatto tranquillo : 16
affermando che : 16
affermano che : 64
affermare ch' : 16
affermare che : 64
affermare e : 32
affermare se : 16
affermare si : 16
